Company,GICS Sub-Industry, Industry (Exiobase) ,Environmental Intensity (Sales),Environmental Intensity (Op Inc), Total Environmental Cost , Working Capacity , Fish Production Capacity , Crop Production Capacity , Meat Production Capacity , Biodiversity , Abiotic Resources , Water production capacity (Drinking water & Irrigation Water) , Wood Production Capacity ,% Imputed,last_updated,id_code,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_other,end_target_year,end_target_status,status_date,interim_target,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,carbon_credit_offsets,carbon_credit_conditions,annual_revenue_billions
American Tower,Specialized REITs ,"Financial intermediation, except insurance and pension funding (65)",-9.72%,-25.81%,"-736,669,066","-720,165,620","-165,719","-9,577,407","-2,245,229","-30,088","-6,519","-4,481,533","3,049",1%,8/6/22 20:42,COM-0745,USA,Company,US03027X1000,No,Emissions reduction target,40,2019,,2035,In corporate strategy,2021,No target,"""In 2021, we adopted science-based targets (SBTs) across our global operations and supply chain. Our goal is to reduce direct scope 1 and indirect scope 2 GHG emissions by at least 40% by 2035 against a 2019 baseline, as well as to reduce indirect scope 3 supply chain emissions by at least 40%. The SBTs have been approved by the Science Based Targets initiative and are in line with the goals set forth in the 2015 Paris Agreement.""",,"American Tower pledges to reduce Scope 1, Scope 2, and Scope 3 emissions by at least 40% by 2035 compared to a 2019 baseline. They state these have been approved by the Science Based Targets initiative.",https://www.americantower.com/sustainability/environment.html,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,,"""Our goal is to reduce direct scope 1 and indirect scope 2 GHG emissions by at least 40% by 2035 against a 2019 baseline, as well as to reduce indirect scope 3 supply chain emissions by at least 40%.""",No,,Annual reporting,No,Not Specified,Not Specified,,8
Anglo American,Diversified Metals & Mining,Quarrying of sand and clay,-16.05%,-77.82%,"-4,972,035,509","-4,607,740,752","-1,471,580","-58,509,170","-13,768,848","-221,027","-21,420,479","-269,607,912","704,259",5%,9/19/22 12:17,COM-0623,GBR,Company,GB00B1XZS820,No,Climate neutral,,,,2040,In corporate strategy,2021,Emissions reduction target,"'By 2030, we have set ourselves a target to reduce GHG emissions (Scopes 1 and 2) by 30% against a 2016 baseline; improve energy efficiency by 30%; achieve a 50% net reduction in freshwater abstraction in water scarce areas; and deliver net-positive impacts in biodiversity wherever we operate. To these, we added a target to be carbon neutral across our operations by 2040 and, in 2021, our ambition to reduce our Scope 3 emissions by 50%, also by 2040.' (p4)",see above,2021 ESG Report,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/investors/annual-reporting/2022/aa-sustainability-report-full-2021.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,Scope: 1-3 covered,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,Yes,Yes,Not Specified,,30.8
Anheuser-Busch InBev,Brewers,Manufacture of beverages,-3.39%,-11.49%,"-1,778,565,879","-1,561,185,630","-391,750","-21,049,266","-4,847,100","-68,826","-222,519","-190,914,107","113,320",8%,8/19/22 12:38,COM-0490,BEL,Company,BE0974293251,No,Net zero,,,,2040,In corporate strategy,2021,Emissions reduction target,"""achieve net zero across our value chain by 2040""","2017 Baseline:
35% absolute emissions reduction (Scopes 1 and 2)
25% emissions reduction per hectoliter across value chain (Scopes 1, 2 and 3)
100% renewable energy","https://sciencebasedtargets.org/companies-taking-action 
""We are proud to be one of the first 100 companies to have our climate action goal, which is consistent with a 1.5-degree pathway, validated by the Science Based Targets initiative""",https://www.ab-inbev.com/assets/pdfs/Net%20Zero%20Executive%20Summary_FINAL%2012pm.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"""In 2021, we estimated Scope 3 emissions represented over 85% of our total footprint which is why we aim to engage with our value chain partners to develop innovative solutions""",Yes,Measures for all emission scopes that are covered by the target|Schedule for regular review of measures,Annual reporting,No,Yes,No,,54.33
Arca Continental,Soft Drinks,Manufacture of beverages,-4.20%,-33.98%,"-365,775,066","-148,598,916","-39,670","-1,964,839","-427,063","-6,608","-272,165","-214,482,108","16,303",12%,10/18/21 19:58,COM-1544,MEX,Company,MX01AC100006,No,Emissions reduction target,17.5,2010,,2020,Declaration / pledge,,No target,"Lower the company’s carbon footprint by 17.5% vs. 2010

",,,https://www.arcacontal.com/media/216516/ac_-_climate_change_adaptation_and_mitigation_strategy_.pdf,Carbon dioxide only,,,,,Not Specified,Not Specified,Not Specified,No,,No,,Annual reporting,No,Yes,No,,8.5
ArcelorMittal,Steel,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-89.79%,-4908.67%,"-63,595,942,326","-58,177,146,483","-14,375,403","-706,583,327","-165,990,401","-2,372,710","-3,823,900,638","-705,374,505","-198,828",15%,10/10/22 10:45,COM-0311,LUX,Company,LU1598757687,No,Carbon neutral(ity),,,,2050,In corporate strategy,2021,Emissions reduction target,"'We have started developing goals, targets and internal plans to address these issues, e.g. zero serious injuries and fatalities, 25% group-wide carbon emissions reduction by 2030, net zero groupwide carbon emissions by 2050, and doubling the percentage of women in management by 2030' (p53)",see above,"2021 report

Additional source:
https://corporate-media.arcelormittal.com/media/yw1gnzfo/climate-action-in-europe.pdf",https://corporate.arcelormittal.com/media/bg1n545s/arcelor-mittal-integrated-annual-review-2021.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,Scope: 1-2; 'Both targets cover Scopes 1 and 2 for steel and mining per tonne of crude steel.' (p26),Yes,Information on the emission reductions expected from these measures within a certain time period,Annual reporting,No,Yes,Yes,No conditions specified,53.2
Asahi Kasei,Commodity Chemicals,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",-6.44%,-65.31%,"-1,261,415,150","-1,159,629,940","-332,069","-15,240,794","-3,575,552","-52,464","-202,267","-82,476,648","94,585",1%,5/11/22 15:18,COM-0875,JPN,Company,JP3111200006,No,Carbon neutral(ity),,,,2050,In corporate strategy,2021,Emissions reduction target,"Asahi Kasei has adopted a new policy regarding efforts toward the ambition of becoming carbon neutral by 2050.

","By 2030, emissions reduction of 30% or more (from fiscal 2013)
",https://www.asahi-kasei.com/sustainability/environment/climate_change/,https://www.asahi-kasei.com/news/2021/e210525_2.html,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,,No,,No reporting mechanism,No,Not Specified,Not Specified,,19.9
Ashtead,Trading Companies & Distributors,Renting of machinery and equipment without operator and of personal and household goods (71),-1.62%,-5.37%,"-95,165,129","-93,097,164","-21,574","-1,238,220","-290,283","-3,902","-4,229","-510,442",685,1%,10/19/21 22:52,COM-1208,GBR,Company,,No,Other,,,decrease our carbon intensity by 35% by the year 2030,,,2021,Other,Our biggest commitment in this area is to decrease our carbon intensity by 35% by the year 2030, a shorter-term goal to reduce our carbon intensity and by 15% by 2024.  ,Not sure what the baseline for either target is,https://www.ashtead-group.com/ESG/environment/,Carbon dioxide only,,,,,Not Specified,Not Specified,Not Specified,No,,No,,No reporting mechanism,No,Not Specified,Not Specified,,6.4
Assa Abloy,Building Products,Construction (45),-0.92%,-6.19%,"-92,278,530","-90,269,728","-20,595","-1,192,505","-279,040","-3,737",-287,"-512,240",-398,2%,11/5/21 17:10,COM-0122,SWE,Company,SE0007100581,Yes,Net zero,,,,2050,In corporate strategy,2021,Emissions reduction target,Reaching net-zero by 2050,Halving emissions by 2030,,https://www.assaabloy.com/group/en/news-media/press-releases/id.CFA9811B900E9B83,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,,,No,,Annual reporting,No,Not Specified,Not Specified,,9.9
Associated British Foods,Packaged Foods & Meats,Processing of Food products nec,-9.23%,-105.69%,"-1,775,300,620","-1,182,103,311","-290,994","-15,672,676","-3,662,206","-51,321","-713,717","-572,864,503","58,107",5%,10/19/21 22:28,COM-0844,GBR,Company,GB0006731235,No,Absolute emissions target,,2018,,2030,In corporate strategy,2018,,"Under the pillar of consuming resources responsibly, AB Sugar has committed to
reducing its end-to-end supply chain absolute CO2 footprints by 30% (baseline 2018). In
2018, AB Sugar emitted 2.8 million tonnes of scopes 1, 2 and 3 CO2e (with scope 3
including only transportation and distribution emissions).
In this reporting year, AB Sugar completed a project to baseline each of the 2030
commitments. For CO2e AB Sugar developed a baseline for the end to end supply
chain from farm to factory. The baselines have been completed by site, by business and
by supply chain. The baselines are now supporting the work in articulating the levers
and projects that can help AB Sugar reach their 2030 commitments. The baselines
enable the group to create focus to their efforts and consider investments that materially
improve CO2 and energy performance. Using a sample of data, AB Sugar note that
there has been a 6% decrease of tCO2e compared with 2018. Calculations are 
underway for the full end to end supply chain emissions; all data is rigorously
interrogated and the programme is being monitored at an executive management level.",,,https://www.abf.co.uk/documents/pdfs/2020/ar2020/abfcdpclimatechange2020.pdf,Not Specified,,,,,Yes,Yes,No,No,,No,,,No,Not Specified,No,,20.3
Astellas Pharma,Pharmaceuticals,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.51%,-2.39%,"-60,428,432","-59,931,471","-13,849","-800,357","-185,980","-2,513","-4,591","509,558",771,1%,10/24/21 11:18,COM-0291,JPN,Company,JP3942400007,No,Emissions reduction target,30,2015,,2030,In corporate strategy,2020,Other,"Reduce GHG emissions (Scope 1 + Scope 2) by 30% by fiscal 2030 (Base year: fiscal 2015)
(Emissions in the base year: 202 kilotons)

Reduce GHG emissions (Scope 3) by 20% per unit of revenue by fiscal 2030
(Base year: fiscal 2015)","20% increase in water resource productivity
10% reduction in waste per unit of sale
4 times increase in biodiversity index (2005 base)
",,https://www.astellas.com/en/sustainability/measures-to-address-climate-change,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,Yes,Includes all 15 categories of scope 3 emissions. ,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Measures for all emission scopes that are covered by the target",Annual reporting,No,Yes,Not Specified,,11.8
AstraZeneca,Pharmaceuticals,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.53%,-3.98%,"-134,985,600","-129,784,288","-39,655","-1,688,455","-393,446","-6,368","-573,484","-2,526,476","26,573",22%,5/18/22 7:02,COM-0101,GBR,Company,GB0009895292,Yes,Carbon negative,,,,2030,In corporate strategy,2020,Emissions reduction target,"""In 2020, we launched Ambition Zero Carbon, committing to become zero carbon by 2025 across our operations (sites and fleet) without carbon credits, and carbon negative in our value chain by 2030."" Sustainability Report 2020 - https://www.astrazeneca.com/content/dam/az/Sustainability/2021/pdf/Sustainability_Report_2020.pdf ",See above,"https://www.astrazeneca.com/content/dam/az/Sustainability/2021/pdf/Sustainability_Data_Summary_2020.pdf pages 35-37
https://www.astrazeneca.com/content/dam/az/Sustainability/2021/pdf/Sustainability_Data_Summary_2020.pdf pages 7-10
https://www.astrazeneca.com/media-centre/press-releases/2020/astrazenecas-ambition-zero-carbon-strategy-to-eliminate-emissions-by-2025-and-be-carbon-negative-across-the-entire-value-chain-by-2030-22012020.html 
https://www.astrazeneca.com/sustainability/environmental-protection/ambition-zero-carbon.html",https://www.astrazeneca.com/content/dam/az/Sustainability/2021/pdf/Sustainability_Report_2020.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,"Recognition of scope 3 in end target, but its interim target of complete emissions reduction by 2025 only refers to Scope 1 and 2. Scope 3 emissions target for 2025 is 20% compared to 2015 for selected Scope 3 emissions (I think selected refers to all the Scope 3 categories they have assessed as relevant, as can be seen in the report document). https://www.astrazeneca.com/content/dam/az/Sustainability/2021/pdf/Sustainability_Data_Summary_2020.pdf",Yes,"Measures for all emission scopes that are covered by the target|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",,No,Not Specified,No,,26.233
Atlantia,Highways & Railtracks,Other land transport,-0.98%,-7.07%,"-138,347,677","-108,308,981","-25,533","-1,433,837","-335,924","-4,588","-5,525","-28,235,524","2,236",3%,10/17/21 14:12,COM-0049,ITA,Company,IT0003506190,Yes,Zero emissions,,,,2040,Declaration / pledge,2020,No target,https://annualreport2020.atlantia.it/en/environmental-capital,https://annualreport2020.atlantia.it/en/environmental-capital,"Only scopes 1+2, but joined The Climate Pledge",https://annualreport2020.atlantia.it/en/environmental-capital,Not Specified,,,,,Yes,Yes,No,No,https://annualreport2020.atlantia.it/en/environmental-capital,No,,Annual reporting,No,No,Not Specified,,10.4
Autodesk,Application Software,Computer and related activities (72),0.93%,8.85%,"30,396,114","29,738,006","6,284","396,034","93,184","1,180","-4,064","163,871","1,619",8%,10/20/21 20:59,COM-0152,USA,Company,US0527691069,Yes,Net zero,,,,2050,In corporate strategy,2020,No target,"To meet this target, most experts agree, global carbon emissions must reach net zero by 2050",,,https://redshift.autodesk.com/net-zero-carbon/,Carbon dioxide and other GHGs,,,,,Not Specified,Not Specified,Not Specified,No,,No,,No reporting mechanism,No,Not Specified,Not Specified,,3.2743
AvalonBay Communities,Residential REITs,"Financial intermediation, except insurance and pension funding (65)",-6.33%,-23.31%,"-146,859,520","-24,044,528","-5,813","-319,615","-74,881","-1,036","-1,996","-122,412,584",934,1%,5/11/22 17:07,COM-0352,USA,Company,US0534841012,No,Science-based target,,,,2030,In corporate strategy,2021,,"Our 2021 Science Based Targets, established with a 2017 baseline, are to reduce our scope 1&2 emissions intensity by 53% and scope 3 emissions intensity by 47%. ",,,https://www.avaloncommunities.com/about-us/corporate-responsibility/environment,Not Specified,,,,,Yes,Yes,Yes,No,"Our 2021 Science Based Targets, established with a 2017 baseline, are to reduce our scope 1&2 emissions intensity by 53% and scope 3 emissions intensity by 47%. ",No,,Annual reporting,No,Not Specified,Not Specified,,2.3
